"text","label"
"من مفاهیم اولیه رو بلد بودم و برای مرور استفاده می کنم.","0"
"به نظر من اگه پروژه محورتر ارائه کنید بهتر میشد.","-1"
"من با آموزش های ورد پرس سایت بالا آوردم ولی بعضی جاها مشکل داشتم که خودم مطالعه آزاد کردم در کل خیلی راضیم.","-1"
"در حد خودش خوب بود من راضی بودم ولی سطح آموزشات رو کمی بالا تر ببرید.","-1"
"خیلی خوبه ولی باید آموزش ارتقا پیدا کنند.","-1"
"خیلی تند تدریس میکنن ک باعث جا نیفتادن مطلب میشه و خرید این محصول رو پیشنهاد نمیکنم","-1"
"آموزش یک مقدار برای سطح تکمیلی مطالب کمتری رو داشت و جای پیشرفت به نظرم داره.","-1"
"خیلی خوب و با جزئیات گفته شده بود.","1"
"نسبتا خوب بود، بعضی جاهاش البته خیلی جزئیات گفته نشده بود. انگار از دید یه مدرس تدریش شده بود.","0"
"جزئیات گفته نشده بود","-1"
"با این آموزش تونستم سایتمو راه بندازم.","1"
"تقریبا مشاهده کردم خیلی متوسط بود چون مقدماتی بود باید با زبان ساده تری بیان میشد ولی از نظر زمانی خوب بود.","0"
"درباره ورد پرس پیشینه داشتم این دوره تکمیلش کرد. ممنون","0"
"ولی پیشنهادی که دارم به نظرم نیاز مند به به روز رسانی هستند لطفا پلاگین ها رو به روز رسانی کنید","0"
"سطح ضعیف تری نسبت به مقدماتی داشت","-1"
"این آموزش هنوز جای کار و بهتر شدن دارد","-1"
"یک نقد دارم راجع به ویدیو های فرادرس، اساتید تدریس رو خیلی طولش میدند در حالیکه همون مطالب رو میشه تو زمان کمتری هم گفت.","-1"
"من هم این نقد رو دارم بعضی درس ها واقعا الکی کش پیدا میکنه از طرفی همین وردپرس رو میشد خیلی دقیق تر توضیح داد یا به مسائل بهتری پرداخت","-1"
"توی کارم استفاده می کنم، بعضی قسمتا خیلی با جزئیات بیشتری باید توضیح داده میشد، اما در سطح مقدماتی خوب بود.","0"
"امیدوارم در این زمینه آموزش های تکمیلی تر و به روز تری ارائه کنید.","-1"
"بیان و ارائه مدرس خوب هست اما موردی که وجود داره اینکه سعی کنید محتوای آموزش ها به روز و کامل کنید تا زمانی که شروع به یادگیری می کنیم خیلی نیاز نباشه سراغ منابع دیگه بریم.","-1"
"خوب یاد داده بودند. بهتر بود راجع به افزونه ها، مشکلاتش و نحوه نصبش یک مقدار توضیح می دادند، چون مشخص بود خودشون بلد بودند.","-1"
"ولی اگه بیشتر موضوعات رو توضیح می داد بهتر هم میشد","-1"
"به نظرم باید روی نمونه عملی هم میومد یاد می داد در کل عالیه.","0"
"از نظر من کیفیت این آموزش قابل قبول نبود","-1"
"خیلی خوب بود میتونم بگم کامل همه چی توضیح دادن البته یه سری از مباحث جا داشت توضیحات بیشتری بده","0"
"عالی بود میتوانست قسمت‌هایی بیشتر توضیح داده شود.","0"
"خیلی بهتر از کلاس های بیرون ممنون ازتون.","1"
"بسیارعالی","1"
"تا حدودی خوب بود. آموزش یه جاهایی به روز نبود. ولی در کل اوکی بود.","0"
"خوب و اوکی بود. استاد ولی زاده خوب تدریس می کنند. دوست داشتم.","1"
"خیلی خوب . فقط کاشکی کمی سریع تر و ساده تر میگفتن","0"
"خوب بود. یکمی محیط عملی رو می تونست بیشتر توضیح بده که مثلا داخل رک چطور هست.","0"
"عالی است اما بعضی جاها توضیح کامل و درستی که قابل فهم باشد را نمیگوید ولی در بعضی مواقع","0"
"کاش یک دوره عملی ایجاد شبکه رو هم پیوست بود.","-1"
"دوره خیلی خوبی بود از سطح خیلی ابتدایی شروع کردن و تا آخر دوره به سطح نسبتا بالایی رسیدن.","1"
"خیلی ممنونم خوب بود.","0"
"خوب بود. موردی نداشت. ای کاش پروژه هاش بیشتر بود.","0"
"احسنت به این سواد و توانایی در انتقال مطالب.","1"
"مثال های فراوان و خیلی خوبی داشت","1"
"واقعا آقای ولی زاده بسیار مسلط و با فن بیان بسیار خوب این مسیر رو خیلی برام شیرین تر کردن و نظرم رو کامل عوض کردن","1"
"مفاهیم رو به خوبی متوجه شدم.","1"
"الفبای نرم افزار رو یاد گرفتم، خیلی به من کمک کرد و هزینه آموزش هم خوب بود.","1"
"از فرادرس خیلی خوشم میاد، با هزینه کم اطلاعاتی که برای علم کامپیوترم میخواستم بهم داد.","1"
"آموزش خوب بود، موارد پایه ای رو می گفت، برای کسی که تازه شنیده درک خوبی پیدا میکنه.","1"
"به توضیحات کامل مدرس محترم و تلاش ایشان برای بیان ابعاد مختلف و نیز تسلط به محتوی آموزش ، شیوایی در بیان ، از ایشان بسیار سپاسگزارم. ","1"
"واقعا در همین سطح آموزش فارسی دیگه نداریم که اندازه فرادرس خوب باشه. خداقوت اساسی میگم به فرادرس و تیم خوبتون.","1"
"اون چیزی که از آموزش می خواستم رو یاد گرفتم، سوالات منو که پاسخ داد.","1"
"آموزش خیلی جذاب بود به طوریکه در تمام روز گوش میدادم و اصلا خسته نمی شدم.","1"
"برای من خسته کننده نبود","1"
"سطحش متوسط بود، مطالب تئوری خوبی رو پوشش داده بود و تقریبا میشه گفت آموزش کاملی بود.","0"
"فرادرس همیشه کارش درسته و تا حالا هر آموزشی از سایت فرادرس گرفته ام راضی بودم و برام خیلی کاربردی و مفید بوده و هست.","1"
"این آموزش خوبی بود، قشنگ و دقیق میرفت سراغ اصل مطلب.","1"
"استاد خیلی خوب بود، سعی کرده بود تا جایی که میشه با بیانی خوب و شیوا آموزش رو تدریس کنند.","1"
"خودم تو این زمینه کار کردم و اطلاعات دارم، این دوره رو برای برادرم گرفتم که اطلاعات خیلی کمی در این حوزه داشت و با این آموزش تونست نتیجه بگیره.","1"
"خیلی خوب تدریس کردن خصوصا برای کسیکه هیچ شناختی نداره فقط از مدرس عزیز تقاضا دارم برای ادامه یادگیری دروس بعدی رو و ترتیب اونهارو معرفی کنند","1"
"مدرس از لحن بیان و تدریس مناسبی برخوردار هستند","1"
"آموزش ها نسبت به قیمت بصورت خوب و کاملی توضیح داده شده من راضی بودم","1"
"اسلاید ها خوب و کاربردی بود و همچنین توضیح عملی هم داشتن","1"
"الان تا وسطای آموزش رو دیدم به نظرم عالیه. از تصاویر خیلی استفاده می کنند و زیر به ریز توضیح میدند.","1"
"نسبت به قیمتش عالی بود، همین آموزش رو از جای دیگه باید کلی پول بدیم؛ کیفیت قابل قبولی داشت.","1"
"راضی بودم اطلاعات عمومی و تخصصی خوبی رو بهم منتقل کرد.","1"
"عالی، هم از نظر محتوای و هم از نظر کیفیت ویدئو و تسلط مدرس.","1"
"بیان خوب و شیوا سرعت تدریس عالی .کمی هم نمونه سوال برای هر مبحثی حل میکردین عالی میشد ولی در مجموع حرف نداشت","0"
"آموزش بسیار مناسب و خوبی بود","1"
"متاسفانه خیلی سطحی و خلاصه بود. اصلا به درد نخورد و بیخود ام وقتتون رو نگیرید.","-1"
"سلام. وقت بخیر. برای ضبط فیلمها واقعا حوصله به خرج ندادید و با عجله و بی کیفیت رکورد شدن که ارزش مجموعه رو پایین آورده.","-1"
"مطالب خوب توضیح داده شده دوستان، ولی فقط به صورت سطحی هستش، اگر استادتون گیر باشه، برین آموزش شبکه رو تهیه کنید بهتره","-1"
"فهم لایه ها برام سخته... با وجود اینکه خیلی توضیح دادن اما چیزی نفهمیدم. اصلا چرا لایه هارو داریم؟ و  سوالات دیگه که حین تدریس تو سرم میچرخیدن","-1"
"عالی بود اگه تهیه نکردید توصیه میکنم بگیرید چون ضرر نمیکنین","1"
"خیلی عالی بود. مطالب به صورت کاملا روان توضیح داده شده، بود برای خرید اصلا شک نکنید.","1"
"متاسفانه خیلی کامل نیست و لازم هست که خیلی تکمیلی تر و پخته تر و با همین مدرس آموزش دیگری ارائه کنید","1"
"خیلی با مطالب دانشگاهی مطابقت داشتند و اینکه می تونستی به صورت آنلاین مشاهده کنی خیلی راحتی کار رو بالا برد.","1"
"با توجه به محتوایی که گفته شد خوبه. می شد فهمید چکار می کنند و توضیحاتشون کامل هست.","1"
"خیلی خوب هست.","0"
"مدرس هستم از محتوای این آموزش تو تدریس استفاده کردم در واقع کمکم کرد که مطالب بیشتری برای ارائه داشته باشم.","1"
"خیلی خوب بود استفاده هم کردم. من خیلی از آموزشاتون استفاده کردم به دانشجو هامم پیشنهاد می کنم. آموزشای فرادرس جامع و کامل هستند و واقعا ده برابر هزینه ای که پرداخت می کنید، خدمات (آموزش) دریافت می کنید.","1"
"مدرس در انتقال مطالب خیلی توانمند بودن.","1"
"قبلا که این دوره رو گذرونده بودم یک سری نکات مبهم برام باقی مونده بود که این ویدیو روشنم کرد. بخش سابمتینگ رو خیلی خوب توضیح دادند. دستتون درد نکنه","1"
"من تا دو قسمت اولو دیدم، تا اینجا که راضی کننده بود.","1"
"استاد قدت بیان بالایی دارند و به همین دلیل توی انتقال و دریافت مطالب خیلی با مشکل مواجه نمیشی.","1"
"مدرس به دلیل تسلطی که روی مباحث داشتن خیلی خوب همه چی توضیح دادن.حتوا برای من کاربردی و مفید بود.","1"
"دوره شبکه رو میخواستم شرکت کنم به همین دلیل این دوره از سایت شما تهیه کردم یه جاهایی برام نامفهوم بود ولی به نظرم خیلی مفید و کاربردی.","0"
"همراه این آموزش، آموزش امنیت شبکه های کامپیوتری تهیه کردم خیلی عالی بود. کاربردی، مفید و جامع بود.","1"
"به نظرم یه سری از مباحث نیازی به گفتن نداشت و می شد یه مقدار عمیق تر و سطح بالاتر مطالب می گفتن.","-1"
"نوع آموزش برام جذاب بود آموزش های فرادرس یه چیز جمع و جوریه که امکان توسعه و پیشرفتن هم داره.","1"
"با تشکر از استاد گرامی","1"
"طبق گفته ها از صفر نبود.","-1"
"یکی از آموزشهای مناسب برای فراگیرندگان زبانهای برنامه نویسی است","1"
"خوب و عالی از صفر شروع کردن. من برای پروژه دانشگاهم این آموزش رو برداشتم خیلی بدردبخور بود.","1"
"من که دوست داشتم","1"
"عالی هست واقعا برای مبتدی ها خوبه.","1"
"خوب بود و خیلی آموزش آموزنده و کمک کننده ای بود از نظر من.","1"
"واقعا لذت بردم. کسی که با معلومات صفر بشینه پای حرف ایشون خیلی یاد می گیره.","1"
"برای کسی که از صفر بخواد یاد بگیره خیلی خیلی آموزش خوبی بود. مرسی از آموزش های خوبتون.","1"
"خیلی خوب و اموزنده","1"
"من چندسال هست که دارم با این آموزش پیش میرم و خودم تو حوزه کامپیوتر ازش استفاده می کنم. تشکر ویژه از فرادرس.","1"
"عالی بود","1"
"واقعا مفید بود و برای کسی که تازه جاوا رو شروع کرده میتونه یکی از بهترینها باشه","1"
"تئوری رو خوب آموزش دادن اما مثال ها کاربردی نبود و بیشتر به مسائل ریاضی پرداخته شد مثل حل معادله درجه 2، ترسیم کمان","-1"
"خوب نبود متاسفانه، میتونست بهتر باشه و مفهومی نبود ...","-1"
"برای دیدن این آموزش حتما باید یه چیزایی از قبل بلد باشی. آموزش خیلی خوبیه.","0"
"خوب بود. از نظر من کامل بود.","1"
"به زبان ساده توضیح داده شده بود و پیچیده نبود. موضوعات کاملا طبقه بندی شده و به روز شده بود.","1"
"اسلاید ها به زبان فارسی بود خیلی بهتر بود","0"
"عاااالی بود، مباحث که باید توی آموزش داده کاوی باشه کاملا با مثال توضیح داده شده.","1"
"بیان استاد بسیار خسته کننده است به طوری که احساس می کنی یک ربات در حال صحبت کردنه جزوه و توضیحات نامفهوم.","-1"
"توضیحات استاد نامفهوم و خسته کننده بود.","-1"
"دوره ارائه شده مباحث داده کاوی را پوشش می دهد ولی با توجه به گستردگی مطالب بهتر میبود که دوره به چند دوره مجزا تقسیم شود.","0"
"حجم مطالب ارائه شده در هر اسلاید زیاد و گاها باعث حواس پرتی و کسل کنندگی می شود","-1"
"این آموزش بسیار بسیار ناامید کننده ست.","-1"
"از این آموزش خیلی ناامید شدم","-1"
"متاسفانه فن بیان استاد بسیار یک‌نواخت است که باعث می‌شه فقط دقایقی پس از شروع آموزش، خستگی و پرش‌ذهن شدیدی سراغ فراگیر بیاد.","-1"
"لحن استاد خیلی یکنواخت و خسته کننده است","-1"
"در مورد لحن و سرعت بیان مطالب توسط استاد، هرچند که میتونست کمی بهتر باشه، اما به هرحال قابل استفاده هست","0"
"یه مشکلی که در سایت وجود داره کندی سایت هست لطفا این مورد در نظر داشته باشید","-1"
"چند قسمت آموزش دیدم خوب بود و مشکل خاصی نداشت فقط سریع رد می شود توضیحات بیشتری اگر ارائه میشد فکر کنم مناسب تر بود","0"
"پیشنهادی که دارم اینکه لطفا آموزش های متن کاوی ارائه کنید البته با همین مدرس.","0"
"من تنها یک بخش از این آموزش رو احتیاج داشتم و بررسی کردم. این آموزش توضیحاتش برام خوب بود و من راضی بودم و تمام نکات رو توضیح دادن","1"
"سلام ممنون از مطلب خوبتون. این مطالب هم به نظر خوب بودن","1"
"به نظر من شیوه بیان استادخیلی ضعیف است. این آموزش برای کسانی خوب است که از قبل با مباحث داده کاوی آشنایی داشته باشند زیرا جامعیت مطالب خیلی خوب است.","-1"
"این استاد در ارائه مباحث و تدریس ضعیف است","-1"
"تنها نقطه ضعفی که احساس می‌کنم این هستش که صدای مدرس در طول تدریس خیلی یکنواخت و ثابت هستش","-1"
"Pdf به زبان فارسی بود خیلی بهتر بود.","0"
"با سلام.آموزش نسبتا خوبی بود.","0"
"بد نبود به نسبت آموزش خوبیه","0"
"تقریبا میشه گفت آموزش خوبیه","0"
"مباحث که باید توی آموزش داده کاوی باشه کاملا با مثال توضیح داده شده.","1"
"استاد از مثال های خوبی استفاده کرده بود","1"
"خوب بود ولی نیاز به مثال های بیشتری بود","0"
"مدرس از مثال های خیلی کمی استفاده کرده بود و تنوع نداشت","-1"
"حجم مطالب ارائه شده در هر اسلاید زیاد و گاها باعث حواس پرتی و کسل کنندگی می شود","-1"
"کلاس خیلی خواب آور و یکنواخت بود","-1"
"آموزش خوبی بود ولی میتوتست تنوع بیشتری داشته باشد","0"
"آموزش خوبی بود ولی کاش مثال های بیشتری زده میشد تا مطلب جا بیوفتد","0"
"محتوای دوره کامل و جامع بود اما سرعت تدریس استاد کند بود","0"
"با تشکر از آموزش خوبتون اگر سرعت تدریس بیشتر میشد بهتر بود","0"
"کامل ترین آموزش بود.","1"
"کامل بود و نکات خوبی را تدریس کردند.","1"
"مدرس به خوبی و کامل درس داد","1"
"خوب بود، اما به نمونه های بیشتری نیاز داشت","0"
"معلم از مثال های بسیار کمی استفاده کرد و تنوع نداشت","-1"
"مقدار محتوای نمایش داده شده در هر اسلاید بسیار زیاد است و گاهی باعث حواس پرتی و کسالت می شود","-1"
"دوره خوبی بود اما سوالات باید متنوع تر باشد","0"
"این درس خوبی بود، اما ای کاش مثال‌های بیشتری برای مناسب‌تر شدن مطالب ارائه می‌شد","0"
"محتوای دوره مفصل و جامع بود، اما سرعت مربی آهسته بود.","0"
"ممنون از تدریس خوب شما، بهتر است سرعت آموزش بیشتر باشد","0"
"به نظر من ارتباط معلم بسیار ضعیف است. این آموزش برای کسانی که با پروژه های داده کاوی آشنا هستند خوب است، زیرا اطلاعات به خوبی پوشش داده شده است","-1"
"تنها نقطه ضعفی که احساس می کنم این است که صدای معلم در طول درس بیش از حد یکنواخت و ثابت است","-1"
"بیان معلم آنقدر خسته کننده است که احساس می کنید یک ربات با بروشورها و توضیحات نامفهوم صحبت می کند.","-1"
"دوره ارائه شده مباحث داده کاوی را پوشش می دهد، اما با توجه به گستردگی محتوا، بهتر است دوره به چند دوره جداگانه تقسیم شود.","0"
"مقدار محتوای ارائه شده در هر اسلاید بسیار زیاد است و گاهی اوقات می تواند حواس پرتی و خسته کننده شود","-1"
"متاسفانه تکنیک صحبت کردن معلم بسیار یکنواخت است که باعث می شود دانش آموز بعد از چند دقیقه شروع آموزش احساس خستگی کند.","-1"
"با توجه به حجم و سرعت ارائه استاد اگرچه می‌توانست بهتر باشد اما باز هم می‌توان از آن استفاده کرد","0"
"مشکلی در سایت وجود دارد، کند است، لطفاً به این توجه کنید","-1"
"قسمتی از آموزش رو دیدم، خوب بود و مشکل خاصی نداشت، فقط سریع گفته میشه، اگه توضیحات بیشتر باشه فکر کنم مناسب تر باشه","0"
"پیشنهاد من این است که آموزش ماینینگ را با یک مربی ارائه دهید.","0"
"اسلایدها فارسی بود بهتر بود","0"
"آنها تئوری را به خوبی آموزش دادند، اما مثال ها عملی نبودند و عمدتاً به مسائل ریاضی می پرداختند.","0"
"متاسفانه خوب نبود، می‌توانست بهتر باشد و معنی نداشت","-1"
"آموزش خیلی خوبیه اما برای تماشای این آموزش باید قبلا دوره ای دیده باشید.","0"
"من می خواستم در دوره آنلاین شرکت کنم، به همین دلیل این دوره را از وب سایت شما خریدم. برخی از قسمت ها برای من گیج کننده بود، اما آن را بسیار مفید یافتم.","0"
"به نظر من نیازی به صحبت در مورد یک سری موضوعات نیست و می توان آنها را با جزئیات بیشتر و در سطح بالاتری مورد بحث قرار داد.","-1"
"متاسفانه خیلی بلند و کوتاه است. ارزشش را ندارد، وقت خود را تلف نکنید.","-1"
"سلام.موفق باشید. زحمتی برای ضبط ویدیو نداشتید و خیلی سریع و با کیفیت پایین ضبط شد که کیفیت مجموعه را پایین می آورد.","-1"
"بچه ها مطالب به خوبی توضیح داده شده است، اما فقط سطحی است. اگر استاد شما گیر کرده است، بهتر است بروید و برای آموزش شبکه آماده شوید.","-1"
"درک لایه ها برای من سخت است. او خیلی توضیح داد اما من چیزی نفهمیدم.","-1"
"بیان خوب و شیوا، سرعت عالی در تدریس. شما می توانستید چند نمونه سوال برای هر مبحث حل کنید اما در کل خوب بود","0"
"سطح متوسط است، مطالب تئوری را به خوبی پوشش می دهد و می توان گفت آموزش کاملی است.","0"
"خوب. کاش پروژه های بیشتری وجود داشت.","0"
"کاش در زمان کمتر و آسون تر میگفتن","-1"
"خوب، کاش محیط پیاده سازی و عملی  با جزئیات بیشتری گفته میشد.","0"
"عالی اما بعضی جاها به طور کامل و درست توضیح داده نشده","0"
"تا حدی خوب بود. ترکیب بعضی جاها به روز نبود. اما در کل خوب بود.","0"
"به نظرم خیلی متوسط بود چون مقدمه بود، باید به زبان ساده گفته می شد، اما زمان بندی عالی بود.","0"
"من با وردپرس آشنایی داشتم، این دوره را گذراندم. ممنون","0"
"اما پیشنهاد من، فکر می کنم باید به روز شوند، لطفا افزونه ها را به روز کنید","0"
"ضعیفتر از دوره مقدماتی بود","-1"
"در مورد سخنرانی های تصویری انتقاد دارم، اساتید زمان زیادی برای تدریس دارند، اما مطالب را می توان در زمان کوتاهی آموزش داد.","-1"
"من هم این انتقاد را دارم. برخی از درس ها واقعا خسته کننده هستند. از طرف دیگر، وردپرس را می توان با جزئیات بیشتری توضیح داد یا موضوعات را می توان بهتر پوشش داد.","-1"
"من برای کار از آن استفاده می کنم، برخی از قسمت ها باید جزئیات بیشتری داشته باشند، اما برای سطح پایه خوب بود.","0"
"ارائه مدرس خوب است، اما نکته اینجاست که سعی کنید محتوای مطالعه را به روز کنید و تکمیل کنید تا هنگام شروع مطالعه مجبور به مراجعه به منابع دیگر نباشیم.","-1"
"آنها به خوبی آموزش دادند. می توانستند کمی بیشتر در مورد افزونه ها، مشکلات آنها و نحوه نصب آنها توضیح دهند، زیرا واضح است که آنها آن را می دانند.","-1"
"به نظر من باید با مثال عملی آموزش داده شود. در کل خیلی خوب است","0"
"خیلی خوب بود، میتونم بگم همه چیز کامل توضیح داده شد، البته جای چند مثال بود، لطفا بیشتر توضیح بدید","0"
"عالی بود، بعضی قسمت ها را می شد بیشتر توضیح داد.","0"
"نسبتا خوب بود، بعضی جاها جزئیات زیادی وجود نداشت.","0"
"اگر مثال های بیشتری را حل کنید فکر کنم مطالب بهتر باشد","0"
"فکر می‌کنم جزئیات بیشتری در آنجا وجود داشته باشد، برخی از آنها تکراری هستند، اما به نسبت قیمتی که پرداخت کردم مجموعه خوبی است.","0"
"من انتظارات متفاوتی از این برنامه داشتم، فکر می کنم این بدان معناست که این برنامه برای دانش آموزان دبیرستانی مناسب تر است.","-1"
"فکر کنم جای پیشرفت هست و هنوز کامل نشده. کار گرافیکی این آموزش کم و ضعیف ارائه شده است","-1"
"این آموزش برای من خیلی مفید نبود","-1"
"بحث را خیلی باز نکردن و کلی است و فکر می کنم نکته خاصی وجود ندارد","-1"
"معلم فقط از روی عنوان خوانده بود، اما محتوا قوی و خوب بود.","0"
"من مفاهیم اولیه را می فهمم و از آنها برای بررسی استفاده می کنم.","0"
"با آموزش های وردپرس سایت رو دوباره زنده کردم ولی بعضی جاها مشکل داشتم برای همین خودم مطالعه رو باز کردم در کل خیلی خوشحالم","-1"
"آنها خیلی سریع آموزش می دهند، این آموزش مناسب نیست و من خرید این محصول را توصیه نمی کنم","-1"
"آموزش برای سطح پیشرفته مشکلاتی داشته است و من فکر می کنم جایی برای پیشرفت وجود دارد.","-1"
"تکنیک‌ها و توضیحات استاد واقعاً مفید بود، اما کاش از مثال‌های بیشتر همراه با تصویر استفاده می‌کردند.","0"
"در مجموع، آموزش به خوبی پیش رفت، اما فقط برخی از توضیحات ارائه شد و معلم کمی بیش از حد سریع صحبت کرد.","0"
"خیلی خوب بود استاد خوب توضیح دادند در کل از دروس تکمیلی راضی هستم امیدوارم در آینده دروس مرتبط با رشته برق بیشتر بشه","0"
"کلاس خوب است، اما نیاز به توضیح بیشتر و مثال های منطقی برای هر موضوع دارد","0"
"با تشکر از شما معلم عزیز. مثال به دقت مطالعه نشده است و بسیار سطحی است، بسیار کمتر از حد انتظار.","-1"
"این آموزش مفید نیست، مطالب گنگ و متناقض است. جلسات آموزشی بدون ارائه مدرک و فقط عنوان گفته میشود. پول خود را هدر ندهید","-1"
"عالی است. من آن را برای دانشگاه گرفتم، اما کلی است و من جزئیات بیشتری در مورد دانشگاه می خواهم","0"
"این آموزش زمانی که منتشر شد خوب بود، اما باید به روز شود زیرا بازارهای مالی در حال تغییر هستند.","-1"
"کلاً آموزش خوبی بود اما اگر تخصصی تر بود بهتر بود.","0"
"سخنرانی هایشان خیلی خوب بود. از نظر موضوعات، در مقایسه با آنچه در دانشگاه یا جاهای دیگر تدریس می کنند، زیاد نیست، اما خوب بود","0"
"من فکر می کنم توضیحات و عبارات استاد خوب است. ممنون","0"
"مفهوم خیلی خوب است، اما اگر مثال ها و فرمول های بیشتری وجود داشته باشد بهتر است.","0"
"مساله عرضه، تقاضا و کشش که یکی از مباحث مهم اقتصاد خرد است، مطرح نشده است.","-1"
"این ممکن است برای یک مطالعه مروری خوب باشد، اما برای یک مطالعه جامع مفید نباشد","0"
"خیلی ساده بود ولی قشنگ بود. تعبیرشون هم قشنگ بود","0"
"دو ویدیوی اول خوب بود، اما توضیحات در دو ویدیوی آخر گنگ و نامفهوم بود.","-1"
"خوب بود، اما می‌توانست کامل‌تر باشد.","0"
"مباحث خیلی سریع گفته شده و واضح نیستند.","-1"
"خوب، کوتاه و مفید بود، اما می‌توانست محتوای بیشتری داشته باشد.","0"
"خیلی کامل و در کل خوب بود. فکر می کنم اگه آپدیت بشه خیلی بهتر میشه.","0"
"از منظر کلی و بصری، عالی، اما از لحاظ تخصصی و عمق داستان، جای توضیح بیشتری داشت و لازم بود وارد جزئیات شود","0"
"مطالب خیلی عمیق نیست، کاش با جزئیات بیشتر توضیح می دادند، اما فقط اصول را توضیح می دادند.","-1"
"خیلی خوب و مسلط بودند. فقط بخشی از آموزش را در فایل پی دی اف گذاشتند و هیچ آموزشی را در قسمت ویدئویی نداشتند، اما از نظر آموزشی عالی بودند.","0"
"در مجموع آموزش خوبی بود، اما اگر آنها به جزئیات بیشتری می پرداختند بسیار مفیدتر بود.","0"
"در سطح مقدماتی خوب بود و خیلی کلی توضیح دادند مثلا من میخواستم تست بزنم و غیر از این آموزش به منبع دیگری نیاز داشتم","-1"
"آموزش بسیار سریع و فقط با ذکر عنوان یا تیتر بود به خصوص در تعریف نمودار قیمت و ساختار بازار","-1"
"درس را به خوبی توضیح ندادند و همچنین خیلی سریع و بدون مثال واضح صحبت کردند.","-1"
"فکر می کنم اسلایدها و تدریس با عجله آماده شده و استاد می توانست هنرمندانه تر تدریس کند","-1"
"نکات جدیدی داشت، بسیار مناسب برای مبتدیان.","0"
"معلم خیلی خوب توضیح داد، اما فکر می کنم اگر داستان را کمی بیشتر می گفت بهتر بود.","0"
"این یک آموزش خوب برای به خاطر سپردن موضوعات مرتبط بود، اما همه موضوعات مورد بحث قرار نگرفتند.","0"
"فکر می کنم اگر مثال ها و فرمول های بیشتری می آورد بهتر بود. تنها مفاهیم را گفتن.","-1"
"نکات جدیدی داشت، بسیار مناسب برای مبتدیان","0"
"معلم خیلی خوب توضیح داد، اما فکر می کنم اگر درس را کمی بیشتر می گفت بهتر بود.","0"
"این یک آموزش خوب برای به خاطر سپردن موضوعات مرتبط بود، اما همه موضوعات مورد بحث قرار نگرفتند.","0"
"آموزش خوبی بود که ما را به یاد موضوعات مرتبط انداخت، اما همه موضوعات را نداشت","0"
"معلم خیلی مهربان و دلسوز بود اما گاهی اوقات توضیحاتش کافی نبود.","0"
"مدرسان شما عالی هستند، اما گاهی اوقات می خواهم موضوعات پیچیده تری را بررسی کنم.","0"
"خدمات شما به من اعتماد به نفس بیشتری می‌دهد، اما گاهی اوقات می‌خواهم موضوعات مختلف بیشتری را بررسی کنم.","0"
"من از دوره شما استفاده کردم و از آن لذت بردم، اما گاهی اوقات می خواهم موضوعات مختلفی را بررسی کنم.","0"
"دوره های شما برای همه سطوح مناسب است، اما گاهی اوقات می خواهید موضوعات پیشرفته تری مطالعه کنید.","0"
"توصیه شما به من کمک کرد تا مسیر تحصیلی ام را انتخاب کنم، اما گاهی اوقات احساس می کنم نیاز به مشاوره بیشتری دارم.","0"
"من از سخنرانی های شما راضی هستم، اما گاهی اوقات می خواهم موضوعات متنوع تری را بررسی کنم.","0"
"خدمات شما به من کمک کرد مهارت های جدیدی بیاموزم، اما گاهی اوقات احساس می کنم کمبود تنوع دارم.","0"
"من از آموزش های شما راضی هستم، اما گاهی اوقات می خواهم موضوعات پیچیده تری را بررسی کنم","0"
"خدمت شما برای آمادگی امتحان بسیار خوب است. اما گاهی اوقات می‌خواهم موضوعی را عمیق‌تر بررسی کنم.","0"
"تدریس استاد خوب نبود و خوب توضیح نمیدادن","-1"
"توضیحات مدرس خیلی خوب بود و در کل آموزش خوب و لذت بخش بود.","1"
"قسمت هایی که در مورد هوش مصنوعی گفتن خیلی عالی بود.","1"
"از این آموزش راضی بودم خیلی","1"
"خیلی خوب بود تنها ایرادی که میتونم بگیرم این بود که باید از مثال دیگری استفاده میشد","0"
"من از آموزش راضی بودم. فقط کاش فصل های بعد هم بود.","1"
"دوره خوبیه و قشنگ توضیح میده.","1"
"خوب و کاربردی بود خیلی راحت و ساده مطالب را مدرس بیان کردند و پیچیدگی خاصی نداشت.","1"
"اموزش خوب و جامعی هست ولی میتوانست با جزییات بیشتری باشد","0"
"سلام.دوره خیلی عالیه، من قبلا یه دوره دیگه خریده بودم ولی چندان چیزی دستگیرم نشده بود و وقتی این دوره رو شروع کردم انگار حفره های خالی یادگیریمو پر کرد. ","1"
"خیلی خوب بود. فرآیند آموزش به صورت پله به پله با مثال و تدریجی موارد رو توضیح می دهند. مفهوم رو خوب جا انداختند برای من.","1"
"بد","-1"
"آموزش خوبیه من کلا راضیم نکات کلیدی داره و همچنین تدریس قابل فهمه.","1"
"ای کاش این آموزش با تغییرات بسیار زیاد ورد پرس update شود.","-1"
"عالیه خیلی عالی درس میدن و ساده و کامل","1"
"سریع میگه و رد میشه ادم گیج میشه و حالت کتابی درس میده انتظار کامل یادگرفتن نداشته باشین.","-1"
"واقعان عالی بود امیدوارم باقی قسمت ها با همین حوصله و کفیت باشه","1"
"کامل و با جزئیات تدریس شده است. فهم ساده و راحت.","1"
